path,label
../datasets/Faces/actors_ussr_russia/11695/1.jpg,Егор Капустин
../datasets/Faces/actors_ussr_russia/5517/1.jpg,Елизавета Саксина
../datasets/Faces/actors_ussr_russia/25680/4.jpg,Виктория Малекторович
../datasets/Faces/actors_ussr_russia/30383/1.jpg,Вахтанг Каландадзе
../datasets/Faces/actors_ussr_russia/24392/1.jpg,Улугбек Кадыров
../datasets/Faces/actors_ussr_russia/6741/3.jpg,Стэйси Снейк
../datasets/Faces/actors_ussr_russia/24530/4.jpg,Екатерина Кистень
../datasets/Faces/actors_ussr_russia/8303/5.jpg,Станислав Коломоец
../datasets/Faces/actors_ussr_russia/16799/1.jpg,Николай Ткаченко
../datasets/Faces/actors_ussr_russia/18491/1.jpg,Теймур Гулиев
../datasets/Faces/actors_ussr_russia/45099/4.jpg,Артем Герцен
../datasets/Faces/actors_ussr_russia/2209/2.jpg,Марина Волкова
../datasets/Faces/actors_ussr_russia/30789/3.jpg,Анастасия Дробыш
../datasets/Faces/actors_ussr_russia/21523/1.jpg,Ильяс Везиров
../datasets/Faces/actors_ussr_russia/24884/3.jpg,Юрий Брежнев
../datasets/Faces/actors_ussr_russia/5414/5.jpg,Тата Хачатрян
../datasets/Faces/actors_ussr_russia/13443/1.jpg,Никита Панов
../datasets/Faces/actors_ussr_russia/3663/2.jpg,Александра Большакова
../datasets/Faces/actors_ussr_russia/20025/3.jpg,Александр Нахабин
../datasets/Faces/actors_ussr_russia/24/1.jpg,Светлана Иванова
../datasets/Faces/actors_ussr_russia/38053/3.jpg,Слава Каминская
../datasets/Faces/actors_ussr_russia/24924/2.jpg,Гитана Леонтенко
../datasets/Faces/actors_ussr_russia/3369/3.jpg,Елена Глазкова
../datasets/Faces/actors_ussr_russia/20026/4.jpg,Юрий Бакин
../datasets/Faces/actors_ussr_russia/10470/3.jpg,Роман Худяков
../datasets/Faces/actors_ussr_russia/13308/5.jpg,Софья Ковалева
../datasets/Faces/actors_ussr_russia/12/1.jpg,Кристина Асмус
../datasets/Faces/actors_ussr_russia/13008/1.jpg,Александр Милюков
../datasets/Faces/actors_ussr_russia/5565/1.jpg,Ирина Лобачёва
../datasets/Faces/actors_ussr_russia/170/4.jpg,Александра Ребенок
../datasets/Faces/actors_ussr_russia/24992/3.jpg,Елена Кравец
../datasets/Faces/actors_ussr_russia/2401/4.jpg,Вера Тарасова
../datasets/Faces/actors_ussr_russia/8667/1.jpg,Андрей Аксенов
../datasets/Faces/actors_ussr_russia/42156/1.jpg,Екатерина Мозковая
../datasets/Faces/actors_ussr_russia/16768/2.jpg,Виктория Еремина
../datasets/Faces/actors_ussr_russia/25040/4.jpg,Сергей Мигицко
../datasets/Faces/actors_ussr_russia/20292/1.jpg,Ольга Львова
../datasets/Faces/actors_ussr_russia/13159/1.jpg,Владимир Малинин
../datasets/Faces/actors_ussr_russia/30262/2.jpg,Дмитрий Сарансков
../datasets/Faces/actors_ussr_russia/29800/5.jpg,Елена Ященко
../datasets/Faces/actors_ussr_russia/24688/5.jpg,Валерий Меладзе
../datasets/Faces/actors_ussr_russia/30262/4.jpg,Дмитрий Сарансков
../datasets/Faces/actors_ussr_russia/2236/1.jpg,Лена Катина
../datasets/Faces/actors_ussr_russia/19570/1.jpg,Элеонора Шахова
../datasets/Faces/actors_ussr_russia/16821/1.jpg,Виктор Шульман
../datasets/Faces/actors_ussr_russia/13771/2.jpg,Татьяна Серебренникова
../datasets/Faces/actors_ussr_russia/25437/4.jpg,Карина Мындровская
../datasets/Faces/actors_ussr_russia/41526/4.jpg,Ольга Горбачёва
../datasets/Faces/actors_ussr_russia/38999/2.jpg,Александр Салоид
../datasets/Faces/actors_ussr_russia/2198/1.jpg,Михаил Филиппов
../datasets/Faces/actors_ussr_russia/3383/1.jpg,Игорь Неведров
../datasets/Faces/actors_ussr_russia/35076/2.jpg,Анастасия Кирилюк
../datasets/Faces/actors_ussr_russia/13557/1.jpg,Евгения Кузнецова
../datasets/Faces/actors_ussr_russia/2402/4.jpg,Валерий Леонтьев
../datasets/Faces/actors_ussr_russia/1808/1.jpg,Лидия Смирнова
../datasets/Faces/actors_ussr_russia/16258/1.jpg,Александр Щелкушкин
../datasets/Faces/actors_ussr_russia/45869/1.jpg,Евгений Михайленко
../datasets/Faces/actors_ussr_russia/599/1.jpg,Юлия Подозерова
../datasets/Faces/actors_ussr_russia/634/5.jpg,Яна Енжаева
../datasets/Faces/actors_ussr_russia/7223/2.jpg,Руслана Рухадзе
../datasets/Faces/actors_ussr_russia/9860/2.jpg,Анастасия Ступина
../datasets/Faces/actors_ussr_russia/440/2.jpg,Лариса Гузеева
../datasets/Faces/actors_ussr_russia/13691/2.jpg,Евгений Лямин
../datasets/Faces/actors_ussr_russia/44954/1.jpg,Александр Володин
../datasets/Faces/actors_ussr_russia/19734/3.jpg,Денис Череухо
../datasets/Faces/actors_ussr_russia/2282/4.jpg,Зара
../datasets/Faces/actors_ussr_russia/20204/4.jpg,Джанболат Махтибеков
../datasets/Faces/actors_ussr_russia/24052/1.jpg,Евгений Гудзь
../datasets/Faces/actors_ussr_russia/5349/1.jpg,Янис Политов
../datasets/Faces/actors_ussr_russia/5658/3.jpg,Арина Иванова
../datasets/Faces/actors_ussr_russia/1872/1.jpg,Михаил Ромм
../datasets/Faces/actors_ussr_russia/19683/3.jpg,Вероника Парт
../datasets/Faces/actors_ussr_russia/782/2.jpg,Анастасия Денисова
../datasets/Faces/actors_ussr_russia/34935/2.jpg,Виталий Голованов
../datasets/Faces/actors_ussr_russia/33601/1.jpg,Владислав Баландин
../datasets/Faces/actors_ussr_russia/16465/1.jpg,Иван Богомазов
../datasets/Faces/actors_ussr_russia/10114/1.jpg,Марина Осенко
../datasets/Faces/actors_ussr_russia/215/2.jpg,Елена Корикова
../datasets/Faces/actors_ussr_russia/121/3.jpg,Андрей Кончаловский
../datasets/Faces/actors_ussr_russia/34404/2.jpg,Олег Блохин
../datasets/Faces/actors_ussr_russia/1809/5.jpg,Олег Вирозуб
../datasets/Faces/actors_ussr_russia/24354/1.jpg,Ирина Чериченко
../datasets/Faces/actors_ussr_russia/20202/2.jpg,Серафима Коваленко
../datasets/Faces/actors_ussr_russia/5495/3.jpg,Анатолий Носов
../datasets/Faces/actors_ussr_russia/521/2.jpg,Иван Мулин
../datasets/Faces/actors_ussr_russia/5597/2.jpg,Софья Аржаных
../datasets/Faces/actors_ussr_russia/726/3.jpg,Екатерина Стриженова
../datasets/Faces/actors_ussr_russia/24679/3.jpg,Егор Пазенко
../datasets/Faces/actors_ussr_russia/16449/1.jpg,Валерия Протасова
../datasets/Faces/actors_ussr_russia/21515/3.jpg,Антон Теняков
../datasets/Faces/actors_ussr_russia/13110/3.jpg,Дмитрий Битулин
../datasets/Faces/actors_ussr_russia/38560/3.jpg,Олеся Галькевич
../datasets/Faces/actors_ussr_russia/5070/1.jpg,Александр Боев
../datasets/Faces/actors_ussr_russia/13643/3.jpg,Александр Скрябин
../datasets/Faces/actors_ussr_russia/10512/3.jpg,Наталья Ионова
../datasets/Faces/actors_ussr_russia/185/1.jpg,Елена Беркова
../datasets/Faces/actors_ussr_russia/8770/1.jpg,Дина Белоцерковская
../datasets/Faces/actors_ussr_russia/554/1.jpg,Кирилл Гребенщиков
../datasets/Faces/actors_ussr_russia/3588/1.jpg,Алексей Мурадов
../datasets/Faces/actors_ussr_russia/21357/1.jpg,Маргарита Матюшенко
../datasets/Faces/actors_ussr_russia/488/3.jpg,Стас Шмелев
../datasets/Faces/actors_ussr_russia/29031/3.jpg,Андрей Снежко
../datasets/Faces/actors_ussr_russia/13373/3.jpg,Мария Янычева
../datasets/Faces/actors_ussr_russia/18242/1.jpg,Андрей Дорошенко
../datasets/Faces/actors_ussr_russia/33632/2.jpg,Дизель
../datasets/Faces/actors_ussr_russia/42076/3.jpg,Хатия Буниатишвили
../datasets/Faces/actors_ussr_russia/42574/2.jpg,Изя Герштейн
../datasets/Faces/actors_ussr_russia/17017/2.jpg,Алина Луну
../datasets/Faces/actors_ussr_russia/593/5.jpg,Ирина Апексимова
../datasets/Faces/actors_ussr_russia/21429/5.jpg,Камелия Аль-Варис
../datasets/Faces/actors_ussr_russia/314/1.jpg,Александра Флоринская
../datasets/Faces/actors_ussr_russia/2248/4.jpg,Станислав Беляев
../datasets/Faces/actors_ussr_russia/10150/1.jpg,Дарья Виленская
../datasets/Faces/actors_ussr_russia/460/3.jpg,Константин Адаев
../datasets/Faces/actors_ussr_russia/2366/1.jpg,Евгения Свиридова
../datasets/Faces/actors_ussr_russia/16826/1.jpg,Стас Крючков
../datasets/Faces/actors_ussr_russia/16500/5.jpg,Ирина Рыжкова
../datasets/Faces/actors_ussr_russia/44973/1.jpg,Вадим Гетц
../datasets/Faces/actors_ussr_russia/13396/5.jpg,Андрей Рудь
../datasets/Faces/actors_ussr_russia/30523/5.jpg,Маргарита Бурковская
../datasets/Faces/actors_ussr_russia/2160/2.jpg,Николай Дроздов
../datasets/Faces/actors_ussr_russia/25715/2.jpg,Матлюба Алимова
../datasets/Faces/actors_ussr_russia/7237/4.jpg,Татьяна Паршина
../datasets/Faces/actors_ussr_russia/1785/1.jpg,Татьяна Морозова
../datasets/Faces/actors_ussr_russia/3923/1.jpg,Марк Эйдельштейн
../datasets/Faces/actors_ussr_russia/24131/2.jpg,Жанна Эппле
../datasets/Faces/actors_ussr_russia/38217/2.jpg,Анатолий Яцечко
../datasets/Faces/actors_ussr_russia/24323/1.jpg,Пирет Мянгел
../datasets/Faces/actors_ussr_russia/211/3.jpg,Павел Майков
../datasets/Faces/actors_ussr_russia/16/5.jpg,Оксана Акиньшина
../datasets/Faces/actors_ussr_russia/5125/1.jpg,Нафиса Хайруллина
../datasets/Faces/actors_ussr_russia/10344/4.jpg,Глеб Тищенко
../datasets/Faces/actors_ussr_russia/6604/1.jpg,Сплин
../datasets/Faces/actors_ussr_russia/1655/1.jpg,Наталья Трубникова
../datasets/Faces/actors_ussr_russia/41866/1.jpg,Галя Шиян
../datasets/Faces/actors_ussr_russia/5658/2.jpg,Арина Иванова
../datasets/Faces/actors_ussr_russia/10175/5.jpg,Александра Байраковская
../datasets/Faces/actors_ussr_russia/8727/4.jpg,Татьяна Литвинова
../datasets/Faces/actors_ussr_russia/13248/1.jpg,Елена Старту
../datasets/Faces/actors_ussr_russia/18181/3.jpg,Михаил Метревели
../datasets/Faces/actors_ussr_russia/21134/1.jpg,Хусейн Дауров
../datasets/Faces/actors_ussr_russia/16344/2.jpg,Элеонора Лившиц
../datasets/Faces/actors_ussr_russia/570/5.jpg,Ирина Гринёва
../datasets/Faces/actors_ussr_russia/21663/4.jpg,Алиса Можейко
../datasets/Faces/actors_ussr_russia/6731/1.jpg,Наталья Мартынова
../datasets/Faces/actors_ussr_russia/21712/1.jpg,Томми Голд
../datasets/Faces/actors_ussr_russia/184/2.jpg,Мария Иващенко
../datasets/Faces/actors_ussr_russia/123/4.jpg,Пётр Иващенко
../datasets/Faces/actors_ussr_russia/6738/5.jpg,Анастасия Крайнова
../datasets/Faces/actors_ussr_russia/9753/3.jpg,Александр Твардовский
../datasets/Faces/actors_ussr_russia/11866/2.jpg,Полина Васильева
../datasets/Faces/actors_ussr_russia/26359/4.jpg,Константин Шелестун
../datasets/Faces/actors_ussr_russia/41766/1.jpg,Марика Чиркина
../datasets/Faces/actors_ussr_russia/30482/1.jpg,Евгений Ширяев
../datasets/Faces/actors_ussr_russia/15280/3.jpg,Анастасия Филиппова
../datasets/Faces/actors_ussr_russia/76/3.jpg,Иван Янковский
../datasets/Faces/actors_ussr_russia/34213/4.jpg,Олеся Брежнева
../datasets/Faces/actors_ussr_russia/3344/1.jpg,Иван Бурлаков
../datasets/Faces/actors_ussr_russia/31051/1.jpg,Далер Назаров
../datasets/Faces/actors_ussr_russia/7267/3.jpg,Велеслав Устинов
../datasets/Faces/actors_ussr_russia/6991/5.jpg,Елена Калинина
../datasets/Faces/actors_ussr_russia/770/2.jpg,Алексей Шевченков
../datasets/Faces/actors_ussr_russia/2144/1.jpg,Светлана Бобкина
../datasets/Faces/actors_ussr_russia/1837/5.jpg,Лана Райдер
../datasets/Faces/actors_ussr_russia/13395/3.jpg,Алексей Козлов
../datasets/Faces/actors_ussr_russia/14867/1.jpg,Денис Антипин
../datasets/Faces/actors_ussr_russia/15316/1.jpg,Григорий Кузнецов
../datasets/Faces/actors_ussr_russia/426/1.jpg,Нина Дорошина
../datasets/Faces/actors_ussr_russia/8583/3.jpg,Мария Шманина
../datasets/Faces/actors_ussr_russia/19819/5.jpg,Варвара Бирюкова
../datasets/Faces/actors_ussr_russia/38011/1.jpg,Екатерина Бурсикова
../datasets/Faces/actors_ussr_russia/225/4.jpg,Стася Милославская
../datasets/Faces/actors_ussr_russia/190/1.jpg,Даша Чаруша
../datasets/Faces/actors_ussr_russia/13585/2.jpg,Иван Капорин
../datasets/Faces/actors_ussr_russia/14755/1.jpg,Ирина Галиханова
../datasets/Faces/actors_ussr_russia/4914/1.jpg,Алексей Осьминин
../datasets/Faces/actors_ussr_russia/30305/2.jpg,Марина Антонова
../datasets/Faces/actors_ussr_russia/38206/5.jpg,Олеся Буртолик-Белоцкая
../datasets/Faces/actors_ussr_russia/45555/3.jpg,Валентин Сидоров
../datasets/Faces/actors_ussr_russia/11573/5.jpg,Рената Джало
../datasets/Faces/actors_ussr_russia/25256/1.jpg,Марина Вайнбранд
../datasets/Faces/actors_ussr_russia/21329/2.jpg,Святослав Монахов
../datasets/Faces/actors_ussr_russia/1889/4.jpg,Алина Васильева
../datasets/Faces/actors_ussr_russia/433/3.jpg,Сергей Походаев
../datasets/Faces/actors_ussr_russia/10410/3.jpg,Франк Висбар
../datasets/Faces/actors_ussr_russia/10265/4.jpg,Евгения Шевелева
../datasets/Faces/actors_ussr_russia/13287/3.jpg,Татьяна Степанова
../datasets/Faces/actors_ussr_russia/24403/1.jpg,Софико Чиаурели
../datasets/Faces/actors_ussr_russia/15296/1.jpg,Никита Мельчиков
../datasets/Faces/actors_ussr_russia/3365/1.jpg,Владимир Киммельман
../datasets/Faces/actors_ussr_russia/7282/1.jpg,Виктор Астафьев
../datasets/Faces/actors_ussr_russia/10010/1.jpg,Сюзанна Бэлль
../datasets/Faces/actors_ussr_russia/2268/5.jpg,Владислав Павлов
../datasets/Faces/actors_ussr_russia/24874/3.jpg,Екатерина Шумакова
../datasets/Faces/actors_ussr_russia/7007/1.jpg,Регина Збарская
../datasets/Faces/actors_ussr_russia/21228/2.jpg,Фёдор Ивицкий
../datasets/Faces/actors_ussr_russia/204/3.jpg,Олег Табаков
../datasets/Faces/actors_ussr_russia/113/2.jpg,Ирина Пегова
../datasets/Faces/actors_ussr_russia/42767/3.jpg,Сара Салтри
../datasets/Faces/actors_ussr_russia/28848/4.jpg,Павел Сьянов
../datasets/Faces/actors_ussr_russia/39020/1.jpg,Юрий Михайловский
../datasets/Faces/actors_ussr_russia/2426/5.jpg,Юлианна Караулова
../datasets/Faces/actors_ussr_russia/11668/3.jpg,Сергей Невидимов
../datasets/Faces/actors_ussr_russia/10259/2.jpg,Александр Чиров
../datasets/Faces/actors_ussr_russia/2193/3.jpg,Антон Чехов
../datasets/Faces/actors_ussr_russia/8716/1.jpg,Владимир Корш-Саблин
../datasets/Faces/actors_ussr_russia/26290/3.jpg,Олеся Гаевая
../datasets/Faces/actors_ussr_russia/45768/1.jpg,Евгений Бавыкин
../datasets/Faces/actors_ussr_russia/11997/1.jpg,Анна Сорокина
../datasets/Faces/actors_ussr_russia/21349/1.jpg,Тася Лапшина
../datasets/Faces/actors_ussr_russia/2236/4.jpg,Лена Катина
../datasets/Faces/actors_ussr_russia/10188/2.jpg,Михаил Афанасьев
../datasets/Faces/actors_ussr_russia/3979/4.jpg,Валерий Смекалов
../datasets/Faces/actors_ussr_russia/18454/2.jpg,Арина Бессергенева
../datasets/Faces/actors_ussr_russia/2269/3.jpg,Ирина Шеянова
../datasets/Faces/actors_ussr_russia/19998/1.jpg,Валерия Корушенкова
../datasets/Faces/actors_ussr_russia/45971/2.jpg,Рустам Гайнутдинов
../datasets/Faces/actors_ussr_russia/25846/1.jpg,Борис Шевченко
../datasets/Faces/actors_ussr_russia/1823/5.jpg,Всеволод Цурило
../datasets/Faces/actors_ussr_russia/3410/2.jpg,Евгения Бордзиловская
../datasets/Faces/actors_ussr_russia/2011/4.jpg,Наталия Солдатова
../datasets/Faces/actors_ussr_russia/581/1.jpg,Маруся Зыкова
../datasets/Faces/actors_ussr_russia/559/1.jpg,Денис Рожков
../datasets/Faces/actors_ussr_russia/12070/4.jpg,Александр Ломов
../datasets/Faces/actors_ussr_russia/23893/5.jpg,Наталья Высочанская
../datasets/Faces/actors_ussr_russia/400/5.jpg,Светлана Колпакова
../datasets/Faces/actors_ussr_russia/198/4.jpg,Ольга Медынич
../datasets/Faces/actors_ussr_russia/8840/4.jpg,Руслан Банковский
../datasets/Faces/actors_ussr_russia/3783/1.jpg,Сергей Дебижев
../datasets/Faces/actors_ussr_russia/138/3.jpg,Фёдор Добронравов
../datasets/Faces/actors_ussr_russia/26322/2.jpg,Кирилл Бурдихин
../datasets/Faces/actors_ussr_russia/24517/1.jpg,Сергей Дорогов
../datasets/Faces/actors_ussr_russia/14688/4.jpg,Юлия Соломкина
../datasets/Faces/actors_ussr_russia/8882/5.jpg,Полина Кит
../datasets/Faces/actors_ussr_russia/273/2.jpg,Сергей Лавыгин
../datasets/Faces/actors_ussr_russia/6675/1.jpg,Крис Кельми
../datasets/Faces/actors_ussr_russia/14869/3.jpg,Евгений Бойцов
../datasets/Faces/actors_ussr_russia/4003/1.jpg,Наталья Русинова
../datasets/Faces/actors_ussr_russia/33640/4.jpg,Михаил Бородин
../datasets/Faces/actors_ussr_russia/3518/4.jpg,Алёна Криг
../datasets/Faces/actors_ussr_russia/8619/4.jpg,Мария Атлас
../datasets/Faces/actors_ussr_russia/457/2.jpg,Ирина Шейк
../datasets/Faces/actors_ussr_russia/17974/1.jpg,Алек Линч
../datasets/Faces/actors_ussr_russia/13168/1.jpg,Виктор Ротин
../datasets/Faces/actors_ussr_russia/8/5.jpg,Сергей Безруков
../datasets/Faces/actors_ussr_russia/24739/5.jpg,Наталья Подольская
../datasets/Faces/actors_ussr_russia/11649/1.jpg,Максим Метельников
../datasets/Faces/actors_ussr_russia/21134/2.jpg,Хусейн Дауров
../datasets/Faces/actors_ussr_russia/2109/3.jpg,Ксения Разина
../datasets/Faces/actors_ussr_russia/13168/2.jpg,Виктор Ротин
../datasets/Faces/actors_ussr_russia/24807/2.jpg,Лилия Кондрова
../datasets/Faces/actors_ussr_russia/1703/1.jpg,Елена Перова
../datasets/Faces/actors_ussr_russia/25846/2.jpg,Борис Шевченко
../datasets/Faces/actors_ussr_russia/717/2.jpg,Евгений Моргунов
../datasets/Faces/actors_ussr_russia/1638/1.jpg,Натали Старынкевич
../datasets/Faces/actors_ussr_russia/30353/1.jpg,Ирина Сосновая
../datasets/Faces/actors_ussr_russia/665/4.jpg,Матвей Зубалевич
../datasets/Faces/actors_ussr_russia/129/2.jpg,Кирилл Серебренников
../datasets/Faces/actors_ussr_russia/5170/5.jpg,Илья Белокобыльский
../datasets/Faces/actors_ussr_russia/11383/2.jpg,Армен Григорян
../datasets/Faces/actors_ussr_russia/10201/1.jpg,Александр Карнаушкин
../datasets/Faces/actors_ussr_russia/21795/3.jpg,Александр Свешников
